title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
NEON Woody plant survey data: ACCE DTP analytical subset,"data product sourced from NEON data portal for purposes of this tutorial, contains processed individual level data from measurements of woody individuals and shrub groups",2024-04-17,"National Ecological Observatory Network. 2020. Data Products: DP1.10098.001. Provisional data downloaded from http://data.neonscience.org on 2020-01-15. Battelle, Boulder, CO, USA","carbon cycle, lianas, net primary productivity (NPP), plant, saplings, shrubs, trees, plant productivity",CC-0,National Science Foundation,NEON Domain areas D01:D09,47.16,-66,17,-99,NA,2015-05-18,2018-11-16
